sample_name	ligation_id	organism	isolate	tissue	sex	collection_date
APCL18_455	L3968	Amphiprion clarkii	not applicable	tail fin	F	2018-03-19
APCL18_456	L3969	Amphiprion clarkii	not applicable	tail fin	J	2018-03-19
APCL18_457	L3970	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_458	L3971	Amphiprion clarkii	not applicable	tail fin	F	2018-03-19
APCL18_459	L3972	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_460	L3973	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_461	L3974	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_462	L3975	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_463	L3976	Amphiprion clarkii	not applicable	tail fin	J	2018-03-19
APCL18_464	L3977	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_465	L3978	Amphiprion clarkii	not applicable	tail fin	F	2018-03-19
APCL18_466	L3979	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_471	L3980	Amphiprion clarkii	not applicable	tail fin	J	2018-03-19
APCL18_472	L3981	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_473	L3982	Amphiprion clarkii	not applicable	tail fin	F	2018-03-19
APCL18_475	L3983	Amphiprion clarkii	not applicable	tail fin	M	2018-03-22
APCL18_476	L3984	Amphiprion clarkii	not applicable	tail fin	F	2018-03-22
APCL18_477	L3985	Amphiprion clarkii	not applicable	tail fin	M	2018-03-22
APCL18_478	L3986	Amphiprion clarkii	not applicable	tail fin	F	2018-03-21
APCL18_479	L3987	Amphiprion clarkii	not applicable	tail fin	J	2018-03-21
APCL18_480	L3988	Amphiprion clarkii	not applicable	tail fin	J	2018-03-21
APCL18_482	L3989	Amphiprion clarkii	not applicable	tail fin	M	2018-03-21
APCL18_483	L3990	Amphiprion clarkii	not applicable	tail fin	J	2018-03-21
APCL18_484	L3991	Amphiprion clarkii	not applicable	tail fin	F	2018-03-21
APCL18_485	L3992	Amphiprion clarkii	not applicable	tail fin	J	2018-03-21
APCL18_486	L3993	Amphiprion clarkii	not applicable	tail fin	J	2018-03-21
APCL18_487	L3994	Amphiprion clarkii	not applicable	tail fin	M	2018-03-21
APCL18_488	L3995	Amphiprion clarkii	not applicable	tail fin	F	2018-03-21
APCL18_489	L3996	Amphiprion clarkii	not applicable	tail fin	J	2018-03-21
APCL18_490	L3997	Amphiprion clarkii	not applicable	tail fin	F	2018-03-21
APCL18_491	L3998	Amphiprion clarkii	not applicable	tail fin	J	2018-03-21
APCL18_492	L3999	Amphiprion clarkii	not applicable	tail fin	M	2018-03-21
APCL18_493	L4000	Amphiprion clarkii	not applicable	tail fin	J	2018-03-21
APCL18_494	L4001	Amphiprion clarkii	not applicable	tail fin	J	2018-03-21
APCL18_495	L4002	Amphiprion clarkii	not applicable	tail fin	J	2018-03-21
APCL18_497	L4003	Amphiprion clarkii	not applicable	tail fin	M	2018-03-21
APCL18_499	L4004	Amphiprion clarkii	not applicable	tail fin	F	2018-03-22
APCL18_501	L4005	Amphiprion clarkii	not applicable	tail fin	J	2018-03-22
APCL18_502	L4006	Amphiprion clarkii	not applicable	tail fin	M	2018-03-22
APCL18_503	L4007	Amphiprion clarkii	not applicable	tail fin	F	2018-03-22
APCL18_504	L4008	Amphiprion clarkii	not applicable	tail fin	F	2018-03-22
APCL18_505	L4009	Amphiprion clarkii	not applicable	tail fin	F	2018-03-22
APCL18_506	L4010	Amphiprion clarkii	not applicable	tail fin	F	2018-03-22
APCL18_507	L4011	Amphiprion clarkii	not applicable	tail fin	J	2018-03-22
APCL18_508	L4012	Amphiprion clarkii	not applicable	tail fin	M	2018-03-22
APCL18_509	L4013	Amphiprion clarkii	not applicable	tail fin	M	2018-03-22
APCL18_510	L4014	Amphiprion clarkii	not applicable	tail fin	M	2018-03-22
APCL18_511	L4015	Amphiprion clarkii	not applicable	tail fin	M	2018-03-22
APCL18_512	L4016	Amphiprion clarkii	not applicable	tail fin	F	2018-03-22
APCL18_513	L4017	Amphiprion clarkii	not applicable	tail fin	J	2018-03-23
APCL18_514	L4018	Amphiprion clarkii	not applicable	tail fin	F	2018-03-23
APCL18_515	L4019	Amphiprion clarkii	not applicable	tail fin	F	2018-03-23
APCL18_516	L4020	Amphiprion clarkii	not applicable	tail fin	M	2018-03-23
APCL18_517	L4021	Amphiprion clarkii	not applicable	tail fin	M	2018-03-23
APCL18_518	L4022	Amphiprion clarkii	not applicable	tail fin	J	2018-03-23
APCL18_519	L4023	Amphiprion clarkii	not applicable	tail fin	M	2018-03-23
APCL18_520	L4024	Amphiprion clarkii	not applicable	tail fin	M	2018-03-23
APCL18_522	L4025	Amphiprion clarkii	not applicable	tail fin	J	2018-03-23
APCL18_523	L4026	Amphiprion clarkii	not applicable	tail fin	F	2018-03-23
APCL18_524	L4027	Amphiprion clarkii	not applicable	tail fin	M	2018-03-23
APCL18_525	L4028	Amphiprion clarkii	not applicable	tail fin	F	2018-03-23
APCL18_526	L4029	Amphiprion clarkii	not applicable	tail fin	J	2018-03-23
APCL18_530	L4030	Amphiprion clarkii	not applicable	tail fin	J	2018-03-23
APCL18_531	L4031	Amphiprion clarkii	not applicable	tail fin	J	2018-03-23
APCL18_532	L4032	Amphiprion clarkii	not applicable	tail fin	J	2018-03-23
APCL18_533	L4033	Amphiprion clarkii	not applicable	tail fin	F	2018-03-23
APCL18_534	L4034	Amphiprion clarkii	not applicable	tail fin	M	2018-03-23
APCL18_535	L4035	Amphiprion clarkii	not applicable	tail fin	NA	2018-03-24
APCL18_536	L4036	Amphiprion clarkii	not applicable	tail fin	F	2018-03-24
APCL18_537	L4037	Amphiprion clarkii	not applicable	tail fin	J	2018-03-24
APCL18_538	L4038	Amphiprion clarkii	not applicable	tail fin	M	2018-03-24
APCL18_539	L4039	Amphiprion clarkii	not applicable	tail fin	J	2018-03-24
APCL18_541	L4040	Amphiprion clarkii	not applicable	tail fin	J	2018-03-24
APCL18_542	L4041	Amphiprion clarkii	not applicable	tail fin	F	2018-03-24
APCL18_543	L4042	Amphiprion clarkii	not applicable	tail fin	M	2018-03-24
APCL18_544	L4043	Amphiprion clarkii	not applicable	tail fin	F	2018-03-24
APCL18_545	L4044	Amphiprion clarkii	not applicable	tail fin	J	2018-03-24
APCL18_546	L4045	Amphiprion clarkii	not applicable	tail fin	F	2018-03-24
APCL18_547	L4046	Amphiprion clarkii	not applicable	tail fin	M	2018-03-24
APCL18_548	L4047	Amphiprion clarkii	not applicable	tail fin	J	2018-03-24
APCL18_549	L4048	Amphiprion clarkii	not applicable	tail fin	M	2018-03-24
APCL18_550	L4049	Amphiprion clarkii	not applicable	tail fin	F	2018-03-24
APCL18_551	L4050	Amphiprion clarkii	not applicable	tail fin	F	2018-03-24
APCL18_552	L4051	Amphiprion clarkii	not applicable	tail fin	J	2018-03-24
APCL18_553	L4052	Amphiprion clarkii	not applicable	tail fin	F	2018-03-24
APCL18_554	L4053	Amphiprion clarkii	not applicable	tail fin	F	2018-03-25
APCL18_555	L4054	Amphiprion clarkii	not applicable	tail fin	M	2018-03-25
APCL18_556	L4055	Amphiprion clarkii	not applicable	tail fin	F	2018-03-25
APCL18_558	L4056	Amphiprion clarkii	not applicable	tail fin	J	2018-03-25
APCL18_559	L4057	Amphiprion clarkii	not applicable	tail fin	J	2018-03-25
APCL18_560	L4058	Amphiprion clarkii	not applicable	tail fin	M	2018-03-25
APCL18_561	L4059	Amphiprion clarkii	not applicable	tail fin	M	2018-03-25
APCL18_562	L4060	Amphiprion clarkii	not applicable	tail fin	F	2018-03-25
APCL18_563	L4061	Amphiprion clarkii	not applicable	tail fin	M	2018-03-25
APCL18_189	L3787	Amphiprion clarkii	not applicable	tail fin	F	2018-03-11
APCL18_190	L3788	Amphiprion clarkii	not applicable	tail fin	M	2018-03-11
APCL18_191	L3789	Amphiprion clarkii	not applicable	tail fin	M	2018-03-11
APCL18_192	L3790	Amphiprion clarkii	not applicable	tail fin	F	2018-03-11
APCL18_193	L3791	Amphiprion clarkii	not applicable	tail fin	J	2018-03-11
APCL18_194	L3792	Amphiprion clarkii	not applicable	tail fin	M	2018-03-11
APCL18_195	L3793	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_196	L3794	Amphiprion clarkii	not applicable	tail fin	F	2018-03-12
APCL18_197	L3795	Amphiprion clarkii	not applicable	tail fin	F	2018-03-12
APCL18_198	L3796	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_200	L3797	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_201	L3798	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_203	L3799	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_204	L3800	Amphiprion clarkii	not applicable	tail fin	F	2018-03-12
APCL18_205	L3801	Amphiprion clarkii	not applicable	tail fin	J	2018-03-12
APCL18_206	L3802	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_207	L3803	Amphiprion clarkii	not applicable	tail fin	J	2018-03-12
APCL18_208	L3804	Amphiprion clarkii	not applicable	tail fin	F	2018-03-12
APCL18_209	L3805	Amphiprion clarkii	not applicable	tail fin	J	2018-03-12
APCL18_210	L3806	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_211	L3807	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_213	L3808	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_214	L3809	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_219	L3810	Amphiprion clarkii	not applicable	tail fin	F	2018-03-12
APCL18_225	L3811	Amphiprion clarkii	not applicable	tail fin	F	2018-03-12
APCL18_226	L3812	Amphiprion clarkii	not applicable	tail fin	F	2018-03-12
APCL18_232	L3813	Amphiprion clarkii	not applicable	tail fin	F	2018-03-12
APCL18_233	L3814	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_236	L3815	Amphiprion clarkii	not applicable	tail fin	F	2018-03-12
APCL18_237	L3816	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_238	L3817	Amphiprion clarkii	not applicable	tail fin	F	2018-03-12
APCL18_239	L3818	Amphiprion clarkii	not applicable	tail fin	M	2018-03-12
APCL18_240	L3819	Amphiprion clarkii	not applicable	tail fin	J	2018-03-12
APCL18_242	L3820	Amphiprion clarkii	not applicable	tail fin	F	2018-03-12
APCL18_243	L3821	Amphiprion clarkii	not applicable	tail fin	F	2018-03-14
APCL18_244	L3822	Amphiprion clarkii	not applicable	tail fin	F	2018-03-14
APCL18_246	L3823	Amphiprion clarkii	not applicable	tail fin	F	2018-03-14
APCL18_248	L3824	Amphiprion clarkii	not applicable	tail fin	F	2018-03-14
APCL18_249	L3825	Amphiprion clarkii	not applicable	tail fin	F	2018-03-14
APCL18_250	L3826	Amphiprion clarkii	not applicable	tail fin	F	2018-03-14
APCL18_251	L3827	Amphiprion clarkii	not applicable	tail fin	F	2018-03-14
APCL18_252	L3828	Amphiprion clarkii	not applicable	tail fin	M	2018-03-14
APCL18_253	L3829	Amphiprion clarkii	not applicable	tail fin	M	2018-03-14
APCL18_256	L3830	Amphiprion clarkii	not applicable	tail fin	M	2018-03-14
APCL18_258	L3831	Amphiprion clarkii	not applicable	tail fin	M	2018-03-14
APCL18_260	L3832	Amphiprion clarkii	not applicable	tail fin	F	2018-03-14
APCL18_264	L3833	Amphiprion clarkii	not applicable	tail fin	F	2018-03-14
APCL18_265	L3834	Amphiprion clarkii	not applicable	tail fin	M	2018-03-14
APCL18_268	L3835	Amphiprion clarkii	not applicable	tail fin	J	2018-03-14
APCL18_270	L3836	Amphiprion clarkii	not applicable	tail fin	M	2018-03-14
APCL18_271	L3837	Amphiprion clarkii	not applicable	tail fin	M	2018-03-14
APCL18_272	L3838	Amphiprion clarkii	not applicable	tail fin	F	2018-03-14
APCL18_274	L3839	Amphiprion clarkii	not applicable	tail fin	M	2018-03-14
APCL18_277	L3840	Amphiprion clarkii	not applicable	tail fin	J	2018-03-15
APCL18_143	L3842	Amphiprion clarkii	not applicable	tail fin	F	2018-03-10
APCL18_149	L3843	Amphiprion clarkii	not applicable	tail fin	F	2018-03-10
APCL18_173	L3845	Amphiprion clarkii	not applicable	tail fin	M	2018-03-11
APCL18_177	L3846	Amphiprion clarkii	not applicable	tail fin	M	2018-03-11
APCL18_181	L3847	Amphiprion clarkii	not applicable	tail fin	F	2018-03-11
APCL18_182	L3848	Amphiprion clarkii	not applicable	tail fin	J	2018-03-11
APCL18_183	L3849	Amphiprion clarkii	not applicable	tail fin	J	2018-03-11
APCL18_184	L3850	Amphiprion clarkii	not applicable	tail fin	F	2018-03-11
APCL18_185	L3851	Amphiprion clarkii	not applicable	tail fin	J	2018-03-11
APCL18_186	L3852	Amphiprion clarkii	not applicable	tail fin	F	2018-03-11
APCL18_187	L3853	Amphiprion clarkii	not applicable	tail fin	M	2018-03-11
APCL18_188	L3854	Amphiprion clarkii	not applicable	tail fin	M	2018-03-11
APCL18_291	L3855	Amphiprion clarkii	not applicable	tail fin	M	2018-03-15
APCL18_292	L3856	Amphiprion clarkii	not applicable	tail fin	F	2018-03-15
APCL18_293	L3857	Amphiprion clarkii	not applicable	tail fin	M	2018-03-15
APCL18_294	L3858	Amphiprion clarkii	not applicable	tail fin	J	2018-03-15
APCL18_295	L3859	Amphiprion clarkii	not applicable	tail fin	M	2018-03-15
APCL18_296	L3860	Amphiprion clarkii	not applicable	tail fin	F	2018-03-15
APCL18_297	L3861	Amphiprion clarkii	not applicable	tail fin	M	2018-03-15
APCL18_298	L3862	Amphiprion clarkii	not applicable	tail fin	F	2018-03-15
APCL18_299	L3863	Amphiprion clarkii	not applicable	tail fin	M	2018-03-15
APCL18_300	L3864	Amphiprion clarkii	not applicable	tail fin	F	2018-03-15
APCL18_301	L3865	Amphiprion clarkii	not applicable	tail fin	F	2018-03-15
APCL18_302	L3866	Amphiprion clarkii	not applicable	tail fin	M	2018-03-15
APCL18_303	L3867	Amphiprion clarkii	not applicable	tail fin	J	2018-03-15
APCL18_304	L3868	Amphiprion clarkii	not applicable	tail fin	J	2018-03-15
APCL18_305	L3869	Amphiprion clarkii	not applicable	tail fin	M	2018-03-15
APCL18_306	L3870	Amphiprion clarkii	not applicable	tail fin	J	2018-03-15
APCL18_307	L3871	Amphiprion clarkii	not applicable	tail fin	F	2018-03-15
APCL18_313	L3877	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_315	L3878	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_316	L3879	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_318	L3880	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_319	L3881	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_320	L3882	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_321	L3883	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_323	L3885	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_324	L3886	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_326	L3887	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_327	L3888	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_328	L3889	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_329	L3890	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_330	L3891	Amphiprion clarkii	not applicable	tail fin	J	2018-03-16
APCL18_334	L3893	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_335	L3894	Amphiprion clarkii	not applicable	tail fin	J	2018-03-16
APCL18_336	L3895	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_337	L3896	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_338	L3897	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_339	L3898	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_340	L3899	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_341	L3900	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_342	L3901	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_343	L3902	Amphiprion clarkii	not applicable	tail fin	J	2018-03-16
APCL18_344	L3903	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_345	L3904	Amphiprion clarkii	not applicable	tail fin	J	2018-03-16
APCL18_346	L3905	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_347	L3906	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_348	L3907	Amphiprion clarkii	not applicable	tail fin	M	2018-03-16
APCL18_350	L3908	Amphiprion clarkii	not applicable	tail fin	F	2018-03-16
APCL18_352	L3910	Amphiprion clarkii	not applicable	tail fin	J	2018-03-16
APCL18_354	L3912	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_356	L3914	Amphiprion clarkii	not applicable	tail fin	F	2018-03-17
APCL18_357	L3915	Amphiprion clarkii	not applicable	tail fin	M	2018-03-17
APCL18_358	L3916	Amphiprion clarkii	not applicable	tail fin	J	2018-03-17
APCL18_359	L3917	Amphiprion clarkii	not applicable	tail fin	J	2018-03-17
APCL18_360	L3918	Amphiprion clarkii	not applicable	tail fin	J	2018-03-17
APCL18_361	L3919	Amphiprion clarkii	not applicable	tail fin	F	2018-03-17
APCL18_364	L3920	Amphiprion clarkii	not applicable	tail fin	M	2018-03-17
APCL18_367	L3921	Amphiprion clarkii	not applicable	tail fin	J	2018-03-17
APCL18_368	L3922	Amphiprion clarkii	not applicable	tail fin	M	2018-03-17
APCL18_370	L3923	Amphiprion clarkii	not applicable	tail fin	J	2018-03-17
APCL18_371	L3924	Amphiprion clarkii	not applicable	tail fin	M	2018-03-17
APCL18_372	L3925	Amphiprion clarkii	not applicable	tail fin	J	2018-03-17
APCL18_373	L3926	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_374	L3927	Amphiprion clarkii	not applicable	tail fin	F	2018-03-18
APCL18_375	L3928	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_376	L3929	Amphiprion clarkii	not applicable	tail fin	J	2018-03-18
APCL18_571	L4068	Amphiprion clarkii	not applicable	tail fin	F	2018-03-25
APCL18_572	L4069	Amphiprion clarkii	not applicable	tail fin	F	2018-03-25
APCL18_573	L4070	Amphiprion clarkii	not applicable	tail fin	F	2018-03-25
APCL18_574	L4071	Amphiprion clarkii	not applicable	tail fin	J	2018-03-25
APCL18_575	L4072	Amphiprion clarkii	not applicable	tail fin	M	2018-03-26
APCL18_576	L4073	Amphiprion clarkii	not applicable	tail fin	F	2018-03-26
APCL18_578	L4074	Amphiprion clarkii	not applicable	tail fin	M	2018-03-26
APCL18_579	L4075	Amphiprion clarkii	not applicable	tail fin	J	2018-03-26
APCL18_583	L4079	Amphiprion clarkii	not applicable	tail fin	J	2018-03-26
APCL18_584	L4080	Amphiprion clarkii	not applicable	tail fin	F	2018-03-29
APCL18_585	L4081	Amphiprion clarkii	not applicable	tail fin	M	2018-03-29
APCL18_586	L4082	Amphiprion clarkii	not applicable	tail fin	M	2018-03-29
APCL18_588	L4084	Amphiprion clarkii	not applicable	tail fin	M	2018-03-29
APCL18_589	L4085	Amphiprion clarkii	not applicable	tail fin	M	2018-03-29
APCL18_590	L4086	Amphiprion clarkii	not applicable	tail fin	M	2018-03-29
APCL18_593	L4087	Amphiprion clarkii	not applicable	tail fin	M	2018-03-29
APCL18_594	L4088	Amphiprion clarkii	not applicable	tail fin	F	2018-03-30
APCL18_595	L4089	Amphiprion clarkii	not applicable	tail fin	M	2018-03-30
APCL18_597	L4090	Amphiprion clarkii	not applicable	tail fin	J	2018-03-30
APCL18_598	L4091	Amphiprion clarkii	not applicable	tail fin	J	2018-03-30
APCL18_599	L4092	Amphiprion clarkii	not applicable	tail fin	J	2018-03-30
APCL18_600	L4093	Amphiprion clarkii	not applicable	tail fin	J	2018-03-30
APCL18_601	L4094	Amphiprion clarkii	not applicable	tail fin	J	2018-03-30
APCL18_602	L4095	Amphiprion clarkii	not applicable	tail fin	J	2018-03-30
APCL18_603	L4096	Amphiprion clarkii	not applicable	tail fin	F	2018-03-30
APCL18_604	L4097	Amphiprion clarkii	not applicable	tail fin	J	2018-03-30
APCL18_605	L4098	Amphiprion clarkii	not applicable	tail fin	F	2018-03-30
APCL18_609	L4101	Amphiprion clarkii	not applicable	tail fin	M	2018-03-30
APCL18_610	L4102	Amphiprion clarkii	not applicable	tail fin	J	2018-03-30
APCL18_611	L4103	Amphiprion clarkii	not applicable	tail fin	J	2018-03-30
APCL18_613	L4104	Amphiprion clarkii	not applicable	tail fin	F	2018-03-30
APCL18_614	L4105	Amphiprion clarkii	not applicable	tail fin	M	2018-03-30
APCL18_615	L4106	Amphiprion clarkii	not applicable	tail fin	F	2018-03-30
APCL18_616	L4107	Amphiprion clarkii	not applicable	tail fin	M	2018-03-30
APCL18_617	L4108	Amphiprion clarkii	not applicable	tail fin	F	2018-03-30
APCL18_618	L4109	Amphiprion clarkii	not applicable	tail fin	J	2018-03-31
APCL18_619	L4110	Amphiprion clarkii	not applicable	tail fin	J	2018-03-31
APCL18_620	L4111	Amphiprion clarkii	not applicable	tail fin	F	2018-03-31
APCL18_622	L4112	Amphiprion clarkii	not applicable	tail fin	F	2018-03-31
APCL18_623	L4113	Amphiprion clarkii	not applicable	tail fin	M	2018-03-31
APCL18_624	L4114	Amphiprion clarkii	not applicable	tail fin	M	2018-03-31
APCL18_625	L4115	Amphiprion clarkii	not applicable	tail fin	J	2018-03-31
APCL18_632	L4116	Amphiprion clarkii	not applicable	tail fin	J	2018-04-01
APCL18_633	L4117	Amphiprion clarkii	not applicable	tail fin	M	2018-04-01
APCL18_634	L4118	Amphiprion clarkii	not applicable	tail fin	M	2018-04-01
APCL18_635	L4119	Amphiprion clarkii	not applicable	tail fin	F	2018-04-01
APCL18_570	L4067	Amphiprion clarkii	not applicable	tail fin	J	2018-03-25
APCL18_568	L4065	Amphiprion clarkii	not applicable	tail fin	F	2018-03-25
APCL18_567	L4064	Amphiprion clarkii	not applicable	tail fin	J	2018-03-25
APCL18_565	L4062	Amphiprion clarkii	not applicable	tail fin	F	2018-03-25
APCL18_732	L5641	Amphiprion clarkii	not applicable	tail fin	F	2018-04-10
