sample_name	ligation_id	organism	isolate	tissue	sex	collection_date
APCL13_104	L1073	Amphiprion clarkii	not applicable	tail fin	J	2013-05-25
APCL17_574	L3555	Amphiprion clarkii	not applicable	tail fin	J	2017-06-10
APCL17_572	L3553	Amphiprion clarkii	not applicable	tail fin	M	2017-06-10
APCL17_571	L3552	Amphiprion clarkii	not applicable	tail fin	M	2017-06-10
APCL17_570	L3551	Amphiprion clarkii	not applicable	tail fin	F	2017-06-10
APCL17_569	L3550	Amphiprion clarkii	not applicable	tail fin	M	2017-06-10
APCL17_568	L3549	Amphiprion clarkii	not applicable	tail fin	M	2017-06-10
APCL17_567	L3548	Amphiprion clarkii	not applicable	tail fin	F	2017-06-10
APCL17_566	L3547	Amphiprion clarkii	not applicable	tail fin	J	2017-06-10
APCL17_565	L3546	Amphiprion clarkii	not applicable	tail fin	F	2017-06-10
APCL17_564	L3545	Amphiprion clarkii	not applicable	tail fin	M	2017-06-10
APCL17_563	L3544	Amphiprion clarkii	not applicable	tail fin	F	2017-06-10
APCL17_562	L5586	Amphiprion clarkii	not applicable	tail fin	M	2017-06-10
APCL17_561	L5585	Amphiprion clarkii	not applicable	tail fin	F	2017-06-10
APCL17_560	L5584	Amphiprion clarkii	not applicable	tail fin	J	2017-06-10
APCL17_559	L5583	Amphiprion clarkii	not applicable	tail fin	J	2017-06-10
APCL17_558	L5582	Amphiprion clarkii	not applicable	tail fin	F	2017-06-10
APCL17_557	L5581	Amphiprion clarkii	not applicable	tail fin	J	2017-06-10
APCL17_555	L5580	Amphiprion clarkii	not applicable	tail fin	F	2017-06-10
APCL17_554	L5579	Amphiprion clarkii	not applicable	tail fin	M	2017-06-10
APCL17_552	L5578	Amphiprion clarkii	not applicable	tail fin	M	2017-06-10
APCL17_551	L5577	Amphiprion clarkii	not applicable	tail fin	M	2017-06-10
APCL17_547	L5612	Amphiprion clarkii	not applicable	tail fin	F	2017-06-09
APCL17_546	L5611	Amphiprion clarkii	not applicable	tail fin	J	2017-06-09
APCL17_545	L5558	Amphiprion clarkii	not applicable	tail fin	F	2017-06-09
APCL17_543	L5610	Amphiprion clarkii	not applicable	tail fin	J	2017-06-09
APCL17_542	L5557	Amphiprion clarkii	not applicable	tail fin	F	2017-06-09
APCL17_541	L5556	Amphiprion clarkii	not applicable	tail fin	M	2017-06-09
APCL17_540	L5555	Amphiprion clarkii	not applicable	tail fin	M	2017-06-09
APCL17_538	L5609	Amphiprion clarkii	not applicable	tail fin	J	2017-06-09
APCL17_537	L5554	Amphiprion clarkii	not applicable	tail fin	F	2017-06-09
APCL17_536	L5553	Amphiprion clarkii	not applicable	tail fin	F	2017-06-09
APCL17_535	L5552	Amphiprion clarkii	not applicable	tail fin	F	2017-06-09
APCL17_534	L5551	Amphiprion clarkii	not applicable	tail fin	M	2017-06-09
APCL17_533	L5550	Amphiprion clarkii	not applicable	tail fin	M	2017-06-09
APCL17_530	L5576	Amphiprion clarkii	not applicable	tail fin	M	2017-06-09
APCL17_528	L5608	Amphiprion clarkii	not applicable	tail fin	J	2017-06-08
APCL17_527	L5549	Amphiprion clarkii	not applicable	tail fin	M	2017-06-08
APCL17_526	L5548	Amphiprion clarkii	not applicable	tail fin	M	2017-06-08
APCL17_525	L5575	Amphiprion clarkii	not applicable	tail fin	J	2017-06-08
APCL17_524	L5547	Amphiprion clarkii	not applicable	tail fin	J	2017-06-08
APCL17_523	L5546	Amphiprion clarkii	not applicable	tail fin	J	2017-06-06
APCL17_521	L5607	Amphiprion clarkii	not applicable	tail fin	J	2017-06-06
APCL17_519	L5543	Amphiprion clarkii	not applicable	tail fin	J	2017-06-06
APCL17_518	L5542	Amphiprion clarkii	not applicable	tail fin	F	2017-06-06
APCL17_512	L5539	Amphiprion clarkii	not applicable	tail fin	J	2017-06-06
APCL17_511	L5538	Amphiprion clarkii	not applicable	tail fin	J	2017-06-06
APCL17_510	L5537	Amphiprion clarkii	not applicable	tail fin	J	2017-06-06
APCL17_509	L5536	Amphiprion clarkii	not applicable	tail fin	J	2017-06-06
APCL17_507	L3587	Amphiprion clarkii	not applicable	tail fin	J	2017-06-06
APCL17_505	L3586	Amphiprion clarkii	not applicable	tail fin	M	2017-06-06
APCL17_503	L3585	Amphiprion clarkii	not applicable	tail fin	J	2017-06-06
APCL17_502	L3584	Amphiprion clarkii	not applicable	tail fin	F	2017-06-06
APCL16_592	L5284	Amphiprion clarkii	not applicable	tail fin	F	2016-06-05
APCL16_628	L5318	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_581	L5274	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_582	L5275	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_644	L5331	Amphiprion clarkii	not applicable	tail fin	F	2016-06-06
APCL16_616	L5308	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_646	L3745	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_646	L5333	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_607	L5299	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_591	L5283	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_577	L5270	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_600	L5292	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_606	L5298	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_629	L5319	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_651	L3740	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_651	L5338	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_645	L5332	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_649	L3742	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_649	L5336	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_658	L3734	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_658	L5343	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_608	L5300	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_650	L3741	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_650	L5337	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_589	L5282	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_639	L5327	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_584	L5277	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_575	L5268	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_642	L5330	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_615	L5307	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_624	L5316	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_588	L5281	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_585	L5278	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_576	L5269	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_620	L5312	Amphiprion clarkii	not applicable	tail fin	F	2016-06-06
APCL16_580	L5273	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_652	L3739	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_652	L5339	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_636	L5326	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_614	L5306	Amphiprion clarkii	not applicable	tail fin	F	2016-06-06
APCL16_647	L3744	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_647	L5334	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_604	L5296	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_595	L5287	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_630	L5321	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_633	L5324	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_598	L5290	Amphiprion clarkii	not applicable	tail fin	F	2016-06-05
APCL16_613	L5305	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_593	L5285	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_640	L5328	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_594	L5286	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_641	L5329	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_603	L5295	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_611	L5303	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_648	L3743	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_648	L5335	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_597	L5289	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_583	L5276	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_618	L5310	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_599	L5291	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_609	L5301	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_632	L5323	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_625	L5317	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_621	L5313	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_602	L5294	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_635	L5325	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_631	L5322	Amphiprion clarkii	not applicable	tail fin	F	2016-06-06
APCL16_610	L5302	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_623	L5315	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_622	L5314	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_596	L5288	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_601	L5293	Amphiprion clarkii	not applicable	tail fin	F	2016-06-05
APCL16_605	L5297	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_578	L5271	Amphiprion clarkii	not applicable	tail fin	F	2016-06-05
APCL16_612	L5304	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_574	L5267	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_586	L5279	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_654	L3737	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_654	L5340	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_617	L5309	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_655	L5341	Amphiprion clarkii	not applicable	tail fin	M	2016-06-06
APCL16_656	L3736	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_619	L5311	Amphiprion clarkii	not applicable	tail fin	J	2016-06-06
APCL16_565	L5259	Amphiprion clarkii	not applicable	tail fin	F	2016-06-05
APCL16_571	L5264	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_566	L5260	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_572	L5265	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_567	L5261	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL16_568	L5262	Amphiprion clarkii	not applicable	tail fin	J	2016-06-05
APCL16_569	L5263	Amphiprion clarkii	not applicable	tail fin	M	2016-06-05
APCL15_135	L2439	Amphiprion clarkii	not applicable	tail fin	J	2015-06-11
APCL12_282	L2325	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL12_272	L2316	Amphiprion clarkii	not applicable	tail fin	F	2012-05-14
APCL12_272	L4936	Amphiprion clarkii	not applicable	tail fin	F	2012-05-14
APCL12_261	L2305	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL15_403603	L2576	Amphiprion clarkii	not applicable	tail fin	F	2015-06-13
APCL12_277	L2320	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL15_403468	L2667	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL15_402854	L2332	Amphiprion clarkii	not applicable	tail fin	J	2015-06-11
APCL15_403622	L2391	Amphiprion clarkii	not applicable	tail fin	M	2015-06-11
APCL12_262	L2306	Amphiprion clarkii	not applicable	tail fin	F	2012-05-14
APCL12_286	L2329	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL15_405490	L2333	Amphiprion clarkii	not applicable	tail fin	J	2015-06-11
APCL12_285	L2328	Amphiprion clarkii	not applicable	tail fin	F	2012-05-14
APCL15_131	L2575	Amphiprion clarkii	not applicable	tail fin	J	2015-06-11
APCL15_131	L5032	Amphiprion clarkii	not applicable	tail fin	J	2015-06-11
APCL12_275	L2437	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL15_402950	L2343	Amphiprion clarkii	not applicable	tail fin	F	2015-06-11
APCL15_404635	L2438	Amphiprion clarkii	not applicable	tail fin	M	2015-06-11
APCL15_403262	L2334	Amphiprion clarkii	not applicable	tail fin	F	2015-06-11
APCL12_269	L2313	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL15_133	L2339	Amphiprion clarkii	not applicable	tail fin	J	2015-06-11
APCL12_273	L2317	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL12_265	L2309	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL15_403388	L2336	Amphiprion clarkii	not applicable	tail fin	F	2015-06-11
APCL12_268	L2312	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL12_280	L2323	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL12_270	L2314	Amphiprion clarkii	not applicable	tail fin	F	2012-05-14
APCL12_284	L2327	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL15_132	L2340	Amphiprion clarkii	not applicable	tail fin	J	2015-06-11
APCL12_276	L2319	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL12_266	L2310	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL12_281	L2324	Amphiprion clarkii	not applicable	tail fin	F	2012-05-14
APCL15_404648	L2331	Amphiprion clarkii	not applicable	tail fin	M	2015-06-11
APCL15_403075	L2338	Amphiprion clarkii	not applicable	tail fin	J	2015-06-11
APCL12_264	L2308	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL12_274	L2318	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL15_134	L2390	Amphiprion clarkii	not applicable	tail fin	J	2015-06-11
APCL12_263	L2307	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL12_267	L2311	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL15_403072	L2337	Amphiprion clarkii	not applicable	tail fin	M	2015-06-11
APCL15_356376	L2315	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL12_258	L2487	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL12_256	L2436	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL12_249	L2434	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL12_247	L2389	Amphiprion clarkii	not applicable	tail fin	M	2012-05-13
APCL12_250	L2486	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL12_221	L2432	Amphiprion clarkii	not applicable	tail fin	M	2012-05-11
APCL12_219	L2485	Amphiprion clarkii	not applicable	tail fin	J	2012-05-11
APCL12_246	L2298	Amphiprion clarkii	not applicable	tail fin	M	2012-05-13
APCL12_242	L2295	Amphiprion clarkii	not applicable	tail fin	M	2012-05-13
APCL12_215	L2387	Amphiprion clarkii	not applicable	tail fin	F	2012-05-11
APCL12_241	L2294	Amphiprion clarkii	not applicable	tail fin	M	2012-05-13
APCL12_243	L2296	Amphiprion clarkii	not applicable	tail fin	F	2012-05-13
APCL12_245	L2297	Amphiprion clarkii	not applicable	tail fin	M	2012-05-13
APCL12_240	L2293	Amphiprion clarkii	not applicable	tail fin	M	2012-05-13
APCL12_253	L2300	Amphiprion clarkii	not applicable	tail fin	F	2012-05-14
APCL12_260	L2304	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL12_254	L2301	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL12_259	L2303	Amphiprion clarkii	not applicable	tail fin	F	2012-05-14
APCL12_216	L2290	Amphiprion clarkii	not applicable	tail fin	M	2012-05-11
APCL12_257	L2302	Amphiprion clarkii	not applicable	tail fin	J	2012-05-14
APCL12_220	L2388	Amphiprion clarkii	not applicable	tail fin	F	2012-05-11
APCL12_251	L2435	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL12_218	L2292	Amphiprion clarkii	not applicable	tail fin	J	2012-05-11
APCL12_214	L2386	Amphiprion clarkii	not applicable	tail fin	J	2012-05-11
APCL12_255	L5655	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL12_252	L2299	Amphiprion clarkii	not applicable	tail fin	M	2012-05-14
APCL12_217	L2291	Amphiprion clarkii	not applicable	tail fin	J	2012-05-11
APCL12_244	L2433	Amphiprion clarkii	not applicable	tail fin	F	2012-05-13
APCL17_309	L3693	Amphiprion clarkii	not applicable	tail fin	M	2017-05-30
APCL17_311	L3695	Amphiprion clarkii	not applicable	tail fin	J	2017-05-30
APCL17_251	L4472	Amphiprion clarkii	not applicable	tail fin	J	2017-05-27
APCL17_307	L3691	Amphiprion clarkii	not applicable	tail fin	M	2017-05-30
APCL17_241	L4463	Amphiprion clarkii	not applicable	tail fin	J	2017-05-27
APCL17_243	L4465	Amphiprion clarkii	not applicable	tail fin	J	2017-05-27
APCL17_231	L4454	Amphiprion clarkii	not applicable	tail fin	J	2017-05-25
APCL17_301	L3685	Amphiprion clarkii	not applicable	tail fin	J	2017-05-29
APCL17_258	L4475	Amphiprion clarkii	not applicable	tail fin	J	2017-05-28
APCL17_252	L4473	Amphiprion clarkii	not applicable	tail fin	M	2017-05-27
APCL17_289	L3673	Amphiprion clarkii	not applicable	tail fin	J	2017-05-29
APCL17_232	L4455	Amphiprion clarkii	not applicable	tail fin	J	2017-05-25
APCL17_263	L4480	Amphiprion clarkii	not applicable	tail fin	J	2017-05-28
APCL17_260	L4477	Amphiprion clarkii	not applicable	tail fin	J	2017-05-28
APCL17_230	L4453	Amphiprion clarkii	not applicable	tail fin	J	2017-05-25
APCL17_291	L3675	Amphiprion clarkii	not applicable	tail fin	F	2017-05-29
APCL17_297	L3681	Amphiprion clarkii	not applicable	tail fin	M	2017-05-29
APCL17_244	L4466	Amphiprion clarkii	not applicable	tail fin	J	2017-05-27
APCL17_295	L3679	Amphiprion clarkii	not applicable	tail fin	M	2017-05-29
APCL17_240	L4462	Amphiprion clarkii	not applicable	tail fin	M	2017-05-27
APCL17_290	L3674	Amphiprion clarkii	not applicable	tail fin	M	2017-05-29
APCL17_237	L4460	Amphiprion clarkii	not applicable	tail fin	M	2017-05-27
APCL17_236	L4459	Amphiprion clarkii	not applicable	tail fin	J	2017-05-27
APCL17_296	L3680	Amphiprion clarkii	not applicable	tail fin	J	2017-05-29
APCL17_259	L4476	Amphiprion clarkii	not applicable	tail fin	J	2017-05-28
APCL17_288	L3672	Amphiprion clarkii	not applicable	tail fin	J	2017-05-29
APCL17_265	L4481	Amphiprion clarkii	not applicable	tail fin	F	2017-05-28
APCL17_250	L4471	Amphiprion clarkii	not applicable	tail fin	J	2017-05-27
APCL17_299	L3683	Amphiprion clarkii	not applicable	tail fin	J	2017-05-29
APCL17_257	L4474	Amphiprion clarkii	not applicable	tail fin	J	2017-05-28
APCL17_266	L4482	Amphiprion clarkii	not applicable	tail fin	M	2017-05-28
APCL17_245	L4467	Amphiprion clarkii	not applicable	tail fin	J	2017-05-27
APCL17_233	L4457	Amphiprion clarkii	not applicable	tail fin	J	2017-05-25
APCL17_229	L4452	Amphiprion clarkii	not applicable	tail fin	J	2017-05-25
APCL17_313	L3697	Amphiprion clarkii	not applicable	tail fin	J	2017-05-30
APCL17_302	L3686	Amphiprion clarkii	not applicable	tail fin	F	2017-05-29
APCL17_262	L4479	Amphiprion clarkii	not applicable	tail fin	J	2017-05-28
APCL17_242	L4464	Amphiprion clarkii	not applicable	tail fin	M	2017-05-27
APCL17_261	L4478	Amphiprion clarkii	not applicable	tail fin	M	2017-05-28
APCL17_294	L3678	Amphiprion clarkii	not applicable	tail fin	J	2017-05-29
APCL17_248	L4469	Amphiprion clarkii	not applicable	tail fin	M	2017-05-27
APCL17_247	L4468	Amphiprion clarkii	not applicable	tail fin	F	2017-05-27
APCL17_293	L3677	Amphiprion clarkii	not applicable	tail fin	J	2017-05-29
APCL17_306	L3690	Amphiprion clarkii	not applicable	tail fin	F	2017-05-30
APCL17_228	L4451	Amphiprion clarkii	not applicable	tail fin	M	2017-05-25
APCL17_239	L4461	Amphiprion clarkii	not applicable	tail fin	F	2017-05-27
APCL17_292	L3676	Amphiprion clarkii	not applicable	tail fin	M	2017-05-29
APCL17_234	L4458	Amphiprion clarkii	not applicable	tail fin	M	2017-05-25
APCL17_249	L4470	Amphiprion clarkii	not applicable	tail fin	F	2017-05-27
APCL17_300	L3684	Amphiprion clarkii	not applicable	tail fin	M	2017-05-29
APCL17_310	L3694	Amphiprion clarkii	not applicable	tail fin	J	2017-05-30
APCL17_225	L4449	Amphiprion clarkii	not applicable	tail fin	M	2017-05-25
APCL17_223	L4447	Amphiprion clarkii	not applicable	tail fin	J	2017-05-25
APCL17_222	L4446	Amphiprion clarkii	not applicable	tail fin	J	2017-05-25
APCL17_220	L4444	Amphiprion clarkii	not applicable	tail fin	J	2017-05-25
APCL17_221	L4445	Amphiprion clarkii	not applicable	tail fin	M	2017-05-25
APCL17_224	L4448	Amphiprion clarkii	not applicable	tail fin	F	2017-05-25
APCL17_226	L4450	Amphiprion clarkii	not applicable	tail fin	J	2017-05-25
APCL13_025	L0484	Amphiprion clarkii	not applicable	tail fin	J	2013-05-22
APCL13_004	L0454	Amphiprion clarkii	not applicable	tail fin	M	2013-05-22
APCL13_019	L0480	Amphiprion clarkii	not applicable	tail fin	J	2013-05-22
APCL13_009	L0459	Amphiprion clarkii	not applicable	tail fin	M	2013-05-22
APCL13_006	L0456	Amphiprion clarkii	not applicable	tail fin	F	2013-05-22
APCL13_022	L0482	Amphiprion clarkii	not applicable	tail fin	F	2013-05-22
APCL13_021	L0662	Amphiprion clarkii	not applicable	tail fin	M	2013-05-22
APCL13_018	L0465	Amphiprion clarkii	not applicable	tail fin	NA	2013-05-22
APCL13_020	L0481	Amphiprion clarkii	not applicable	tail fin	F	2013-05-22
APCL17_617	L3583	Amphiprion clarkii	not applicable	tail fin	M	2017-06-12
APCL17_616	L3582	Amphiprion clarkii	not applicable	tail fin	M	2017-06-12
APCL17_615	L3581	Amphiprion clarkii	not applicable	tail fin	F	2017-06-12
APCL17_614	L3580	Amphiprion clarkii	not applicable	tail fin	F	2017-06-12
APCL17_612	L3579	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_608	L3578	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_605	L3577	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_604	L3576	Amphiprion clarkii	not applicable	tail fin	J	2017-06-11
APCL17_602	L3575	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_600	L3573	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_599	L3572	Amphiprion clarkii	not applicable	tail fin	F	2017-06-11
APCL17_597	L3571	Amphiprion clarkii	not applicable	tail fin	F	2017-06-11
APCL17_594	L3569	Amphiprion clarkii	not applicable	tail fin	J	2017-06-11
APCL17_593	L3568	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_592	L3567	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_591	L3566	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_589	L3564	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_588	L3563	Amphiprion clarkii	not applicable	tail fin	F	2017-06-11
APCL17_586	L3561	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_584	L3559	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_582	L3557	Amphiprion clarkii	not applicable	tail fin	M	2017-06-11
APCL17_576	L3556	Amphiprion clarkii	not applicable	tail fin	F	2017-06-10
APCL14_550	L0814	Amphiprion clarkii	not applicable	tail fin	F	2014-07-02
APCL18_381	L3930	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_384	L3931	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_386	L3933	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_387	L3934	Amphiprion clarkii	not applicable	tail fin	F	2018-03-18
APCL18_390	L3935	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_391	L3936	Amphiprion clarkii	not applicable	tail fin	J	2018-03-18
APCL18_392	L3937	Amphiprion clarkii	not applicable	tail fin	F	2018-03-18
APCL18_393	L3938	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_397	L3939	Amphiprion clarkii	not applicable	tail fin	J	2018-03-18
APCL18_398	L3940	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_399	L3941	Amphiprion clarkii	not applicable	tail fin	J	2018-03-18
APCL18_401	L3942	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_408	L3943	Amphiprion clarkii	not applicable	tail fin	J	2018-03-18
APCL18_409	L3944	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_410	L3945	Amphiprion clarkii	not applicable	tail fin	J	2018-03-18
APCL18_411	L3946	Amphiprion clarkii	not applicable	tail fin	J	2018-03-18
APCL18_412	L3947	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_413	L3948	Amphiprion clarkii	not applicable	tail fin	M	2018-03-18
APCL18_414	L3949	Amphiprion clarkii	not applicable	tail fin	F	2018-03-18
APCL18_415	L3950	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_416	L3951	Amphiprion clarkii	not applicable	tail fin	F	2018-03-19
APCL18_417	L3952	Amphiprion clarkii	not applicable	tail fin	J	2018-03-19
APCL18_425	L3953	Amphiprion clarkii	not applicable	tail fin	F	2018-03-19
APCL18_428	L3954	Amphiprion clarkii	not applicable	tail fin	F	2018-03-19
APCL18_429	L3955	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_430	L3956	Amphiprion clarkii	not applicable	tail fin	J	2018-03-19
APCL18_431	L3957	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_432	L3958	Amphiprion clarkii	not applicable	tail fin	F	2018-03-19
APCL18_433	L3959	Amphiprion clarkii	not applicable	tail fin	F	2018-03-19
APCL18_434	L3960	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_436	L3961	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_437	L3962	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_438	L3963	Amphiprion clarkii	not applicable	tail fin	J	2018-03-19
APCL18_447	L3964	Amphiprion clarkii	not applicable	tail fin	J	2018-03-19
APCL18_450	L3965	Amphiprion clarkii	not applicable	tail fin	J	2018-03-19
APCL18_451	L3966	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
APCL18_454	L3967	Amphiprion clarkii	not applicable	tail fin	M	2018-03-19
